source_db,search_query,title,abstract,authors,year,journal,doi,openalex_id,ss_id,screen_decision,exclusion_reason
OpenAlex,Future studies Fisheries Research,"Distribution and abundance of marine mammals in the coastal waters of British Columbia, Canada","Information on animal distribution and abundance is integral to wildlife conservation and management. However abundance estimates have not been available for many cetacean species inhabiting the coastal waters of Canada’s Pacific coast, including those species that were heavily depleted by commercial whaling. Systematic sightings surveys were conducted in the inshore coastal waters of the Inside Passage, between the British Columbia (BC)-Washington and the BC-Alaska borders. A total of 4,400km (2,400 n.miles) of trackline were surveyed in the summers of 2004 and 2005. Abundance estimates (with 95% confidence intervals) assuming certain trackline detection for seven cetacean species were as follows: harbour porpoise, 9,120 (4,210-19,760); Dall’s porpoise, 4,910 (2,700-8,940); Pacific white-sided dolphin, 25,900 (12,900-52,100); humpback whale, 1,310 (755-2,280); fin whale, 496 (201-1,220); common minke whale, 388 (222-680); and ‘northern resident’ killer whale, 161 (45-574). The potential for responsive movement to have affected the accuracy and precision of these estimates is difficult to assess in small-boat surveys. However, the analyses were designed to minimise this factor in the most obvious case (Pacific white-sided dolphins) and pilot data collection has begun to assess the magnitude of the effect and to calculate correction factors for other species. The density of harbour seals, both along the shoreline and at sea, was calculated and it was estimated that total abundance of harbour seals in the study area was at least 19,400 (14,900-25,200). These are new abundance estimates for this region for all cetacean species except killer whales. The small sample size makes the killer whale estimate tenuous, but one worth noting, as it is close to the known number of northern resident killer whales (2004 census was 219 animals, Cetacean Research Program, Pacific Biological Station, Fisheries and Oceans Canada). The common minke whale abundance estimate is similarly tentative, however the results do reveal that common minke whales were relatively rare in this region. While the majority of harbour seals were found as expected in the southern straits and in the mainland inlets, a substantial number of animals were on the north coast and in the Queen Charlotte Basin as well. These data provide a systematic snapshot of summertime distribution and abundance of marine mammals in the Queen Charlotte Basin, where offshore oil and gas development and seismic surveys for geophysical research have been proposed to take place. Similarly, the abundance estimates could be used to form the basis of a simulation exercise to assess the sustainability of observed levels of incidental bycatch of small cetaceans in commercial fisheries. The results described here provide a useful reference point to which future survey data can be compared.",Rob Williams; Len Thomas,2023.0,The journal of cetacean research and management. Special issue,10.47536/jcrm.v9i1.688,https://openalex.org/W196961967,,included,
OpenAlex,Future studies Fisheries Research,Narco‐Fish: Global fisheries and drug trafficking,"Abstract This study analyses drug trafficking associated with fisheries around the globe. Records of vessel interdiction carried out between 2010 and 2017 suggest that the global trade of illicit drugs relies increasingly on fishing vessels. Fishery‐based trafficking is growing. A key obstacle to understanding the scope of this problem is the limited data on activities that are intentionally obscured, such as drug trafficking. Using a Fermi estimation technique for determining unknown values from limited data, we analyse 292 known cases of fishing boats engaged in drug shipment between 2010 and 2017. Results suggest that drug shipment sizes per vessel are becoming smaller over time, even as the total flow of drugs is increasing. Counter‐drug enforcement intensifies this effect, suggesting that drug trafficking networks adapt to interdiction efforts making use of smaller vessels to lower the risk of seizure. The use of fishing vessels in drug trans‐shipment has tripled over the past 8 years to about 15% of the global retail value of illicit drugs. Small‐scale fishers are at risk of turning to drug trade as an economic buffer against poverty, especially in contexts of mounting competition over declining fish stocks or strict marine conservation. At the same time, illicit capital flowing from the narcotics trade into fisheries may be driving over‐capitalization of fisheries and unsustainable resource use, ultimately to the detriment of resource‐dependent coastal communities and marine ecosystems. Future research is needed to better understand whether and how small‐scale fishermen turn to drug trade to counter livelihood risks of various kinds.",Dyhia Belhabib; Philippe Le Billon; David Wrathall,2020.0,Fish and Fisheries,10.1111/faf.12483,https://openalex.org/W3037661587,,included,
OpenAlex,Future studies Fisheries Research,Propagated Fish in Resource Management,"&lt;em&gt;Abstract.&lt;/em&gt;—The native freshwater fish assemblage in Puerto Rico is limited to a few catadromous species; consequently, many species have been introduced from other regions of the world. In this case study, we examine the use of fish species introduction and propagation in the management of freshwater systems in Puerto Rico. The history of importation, propagation, and introduction is organized into four primary phases: (1) the prehatchery phase, with limited introductions from the United States to rivers and earliest reservoirs; (2) the coldwater phase, with primary emphasis on trout species for high-altitude river introductions; (3) the early warmwater phase, with generous species introductions and supplementation without significant evaluation; and (4) the current modern phase, with primary focus on largemouth bass and prey species with significant assessment, evaluation, and research on stocking efficacy. We describe previous research that has guided the use of fish propagation in Puerto Rico, and we discuss the future of propagated fishes in fisheries management.",,2004.0,American Fisheries Society eBooks,10.47886/9781888569698.ch17,https://openalex.org/W622587169,,included,
OpenAlex,Future studies Fisheries Research,Characterization of fisheries management in Yemen: A case study of a developing country׳s management regime,"The nature of small-scale fisheries is frequently described as complex. This complexity is particularly true for the least developed countries, such as Yemen, in which natural resources management is challenged by rapid population growth, high unemployment rates, and chronic underdevelopment. This study presents the current fisheries management regime and analyzes its components to examine how appropriate the current strategy is in addressing conservation needs while sustaining the socio-economic benefits obtained from fisheries. The weak enforcement and low compliance and the widespread illegal, unreported, and unregulated fishing, suggest the need to restructure the fisheries management system. Moreover, for any future policy reforms, it will be necessary to consider introducing appropriate anti-corruption measures and policies to improve transparency and accountability. The fishery managers need also to adopt the precautionary approach widely, using the best available information, until results from research become available.",Natheer Alabsi; Teruhisa Komatsu,2014.0,Marine Policy,10.1016/j.marpol.2014.05.015,https://openalex.org/W2007822087,,included,
OpenAlex,Future studies Fisheries Research,"Current Knowledge on the Biology, Ecology, and Commercial Exploitation of the Sea Cucumber<i>Cucumaria frondosa</i>","The demand and high market price for sea cucumber has led to the collapse of wild stocks for many traditional species in Asia and the Indo-Pacific. New species have therefore been introduced to the markets over recent decades, including Cucumaria frondosa. A fishery for C. frondosa emerged in the USA in the 1980s and quickly developed in Iceland, Canada and Russia. Commercial products include frozen and dry body wall (beche-de-mer), frozen muscle bands, dry aquapharyngeal bulb (flower), along with various pharmaceutical and nutraceutical extracts. This species is also a candidate for aquaculture due to its high marketability for food and bioactive products. Despite its naturally high abundance, C. frondosa is a temperate-polar slow-growing species with annual spawning; therefore, a precautionary approach must be taken to develop best practices for management of this resource. The present contribution reviews the biology, ecology, biochemical properties, harvesting and trade, and the potential aquaculture of C. frondosa. This comprehensive synthesis, including 10 theses, 197 scientific papers and 47 reports, aims to provide a framework for future research by highlighting areas of concern for academic studies, fishery management, and aquaculture of cold-water sea cucumber species.",Bruno L. Gianasi; Jean‐François Hamel; Emaline M. Montgomery; Jiamin Sun; Annie Mercier,2020.0,Reviews in Fisheries Science & Aquaculture,10.1080/23308249.2020.1839015,https://openalex.org/W3113911146,,included,
OpenAlex,Future studies Fisheries Research,The role of aquafeeds in abalone nutrition and health: A comprehensive review,"Abstract Overpopulation and the pressure on land‐based resources have driven the aquaculture sector to increase its production since the 1980s. To address such demands, new aquafeed technologies have been developed relying on natural and artificial ingredients that are commercially viable. In addition, current global sustainable initiatives require feed technologies to reduce the pressure on limited wild fisheries and minimize negative environmental effects. Although there are numerous studies on abalone nutrition, most tend to focus on animal growth and nutrient utilization. A more holistic research approach to ensure a sustainable future for this industry will require the development of feeds that provide integrated nutrition and health benefits. In this review, we aim to synthesize the most recent scientific literature on the nutritional and health benefits and shortcomings of two main abalone feeding approaches (seaweed and formulated feeds) within aquaculture production practices. We also identify major research gaps and future directions for the development of sustainable abalone feeds.",Natalia Bullon; Ali Seyfoddin; Andrea C. Alfaro,2022.0,Journal of the World Aquaculture Society,10.1111/jwas.12883,https://openalex.org/W4223905855,,included,
OpenAlex,Future studies Fisheries Research,The rapidly changing Arctic and its societal implications,"Abstract The Arctic is undergoing rapid climate change and is projected to experience the most warming this century of any world region. We review the societal aspects of these current and projected changes. Indigenous knowledge and local knowledge holders living in communities across the Arctic have detected unprecedented increases in temperature, altered precipitation regimes, and changing weather patterns, documenting impacts on terrestrial and marine environments. These local observations situate climate change as one of multiple interacting stressors. Arctic societies have exhibited resilience to climate change, but vulnerabilities are emerging at the nexus of changing environmental conditions and socioeconomic pressures. Infrastructure is highly susceptible to permafrost thaw, coastal erosion, and sea level rise, compounded by the age of infrastructure, maintenance challenges, and cost of adapting. Livelihoods and cultural activities linked to subsistence harvesting have been affected by changes to wildlife, with coping mechanisms undermined by long‐term processes of land dispossession and landscape fragmentation. Reduced sea ice coverage and changing ice dynamics are creating opportunities for enhanced shipping, oil and gas production, and deep‐water fisheries. Legal, infrastructural, economic, and climatic challenges are expected to constrain such developments, with concerns over the distribution of potential benefits. Adaptation is already taking place in some sectors and regions, with efforts directly targeting climate impacts and also addressing underlying determinants of vulnerability. Barriers and limits to adapting are evident. Research that develops projections of future climate impacts is advancing, but studies examining the implications of such changes for communities or economies remain in their infancy. This article is categorized under: Trans‐Disciplinary Perspectives &gt; Regional Reviews",James D. Ford; Tristan Pearce; Iván Villaverde Canosa; Sherilee L. Harper,2021.0,Wiley Interdisciplinary Reviews Climate Change,10.1002/wcc.735,https://openalex.org/W3197222896,,included,
OpenAlex,Future studies Fisheries Research,Spawning site fidelity by Atlantic cod (Gadus morhua) in the Gulf of Maine: implications for population structure and rebuilding,"Rebuilding the Gulf of Maine stock of Atlantic cod (Gadus morhua) has been much slower than expected. An important source of scientific uncertainty contributing to the difficulties in managing rebuilding has been the lack of understanding of cod population structure. Previous research indicates that the stock functions as a metapopulation that is made up of multiple subpopulations and many finer-scale spawning components. This study investigated fine-scale, multiyear spawning site fidelity by a spring-spawning component of Atlantic cod in the western Gulf of Maine. Movements of acoustically tagged cod (n = 63) with respect to a known spawning site were tracked using passive acoustic telemetry. A large proportion (38–67%) of tagged cod exhibited spawning site fidelity between 2010 and 2012. After adjusting for fishing mortality, natural mortality, and skipped spawning, the estimated rate of spawning site fidelity ranged between 47 and 95% in 2011. Multiyear spawning site fidelity was also observed, with individuals being tracked for up to four consecutive spawning seasons. Spawning site fidelity serves as one of the multiple mechanisms that contribute to the formation and maintenance of the observed metapopulation structure. Spawning site fidelity also reduces the reproductive connectivity among spawning sites, thus delaying both recolonization of abandoned spawning sites and stock rebuilding. Future stock assessment models and fishery management plans that incorporate the metapopulation structure of cod in the Gulf of Maine are expected to be more effective at preventing continued declines in spawning diversity and promoting rebuilding.",Douglas R. Zemeckis; William S. Hoffman; Micah J. Dean; Michael P. Armstrong; Steven X. Cadrin,2014.0,ICES Journal of Marine Science,10.1093/icesjms/fsu117,https://openalex.org/W2135834799,,included,
OpenAlex,Future studies Fisheries Research,"Pelagic Biodiversity, Ecosystem Function, and Services: An Integrated Observing and Modeling Approach","Our synthesis combines inferences from a long-term fisheries monitoring survey and principles of ecosystem oceanography to inform and benefit biodiversity monitoring and modeling studies within the California Current Large Marine Ecosystem. We review the history, research, and application of the Rockfish Recruitment and Ecosystem Assessment Survey, highlighting how one survey of life can illuminate understanding of pelagic biodiversity patterns and ecosystem function (from micronekton to top predators to ecosystem services) that may be easily extended to other surveys to strengthen observation networks. Biodiversity is often used as the standard for understanding ecosystem resilience to climate or anthropogenic disturbances. This concept is central to our review, and we examine it in relation to complex impacts resulting from a recent climate event (a marine heatwave) on biodiversity, ecosystem function, and socioeconomic services. We present a system of interconnected modules that summarize and illustrate patterns of pelagic biodiversity using a phylogenetic approach, known modulations and environmental drivers of variability (i.e., source waters, habitat compression, and ecosystem shifts), remote sensing and modeling tools for monitoring biodiversity (i.e., seascapes and krill hotspot models), and the status of top predator biodiversity. We use these modules to summarize connections between biodiversity and ecosystem services provided. Following each module, a brief discussion of questions raised and recommendations for future studies and partnerships is provided to improve future integrative biodiversity monitoring. Additionally, we invested in promoting data accessibility and outreach, resulting in several data visualization and ecosystem context tools for biodiversity monitoring and fisheries management. We advocate that a diverse integrated ecosystem approach should result in fewer ecological surprises by putting past events and surprises into context, and thus better anticipating those yet to arrive. Building partnerships among researchers and coastal communities will result in increased capacity of analytical tools and perspectives to ensure sustainable use of fishery resources, while strengthening the resilience of fishing communities.",NOAA; Jarrod A. Santora; Isaac D. Schroeder; Steven J. Bograd; Francisco P. Chávez; Megan A. Cimino; Jérôme Fiechter; Elliott L. Hazen; Maria T. Kavanaugh; Monique Messié; Rebecca K. Miller; Keith M. Sakuma; William J. Sydeman; Brian K. Wells; John K. Field,2021.0,Oceanography,10.5670/oceanog.2021.212,https://openalex.org/W3200615143,,included,
OpenAlex,Future studies Fisheries Research,"De novo transcriptome assembly, annotation and comparison of four ecological and evolutionary model salmonid fish species","BACKGROUND: Salmonid fishes exhibit high levels of phenotypic and ecological variation and are thus ideal model systems for studying evolutionary processes of adaptive divergence and speciation. Furthermore, salmonids are of major interest in fisheries, aquaculture, and conservation research. Improving understanding of the genetic mechanisms underlying traits in these species would significantly progress research in these fields. Here we generate high quality de novo transcriptomes for four salmonid species: Atlantic salmon (Salmo salar), brown trout (Salmo trutta), Arctic charr (Salvelinus alpinus), and European whitefish (Coregonus lavaretus). All species except Atlantic salmon have no reference genome publicly available and few if any genomic studies to date. RESULTS: We used paired-end RNA-seq on Illumina to generate high coverage sequencing of multiple individuals, yielding between 180 and 210 M reads per species. After initial assembly, strict filtering was used to remove duplicated, redundant, and low confidence transcripts. The final assemblies consisted of 36,505 protein-coding transcripts for Atlantic salmon, 35,736 for brown trout, 33,126 for Arctic charr, and 33,697 for European whitefish and are made publicly available. Assembly completeness was assessed using three approaches, all of which supported high quality of the assemblies: 1) ~78% of Actinopterygian single-copy orthologs were successfully captured in our assemblies, 2) orthogroup inference identified high overlap in the protein sequences present across all four species (40% shared across all four and 84% shared by at least two), and 3) comparison with the published Atlantic salmon genome suggests that our assemblies represent well covered (~98%) protein-coding transcriptomes. Thorough comparison of the generated assemblies found that 84-90% of transcripts in each assembly were orthologous with at least one of the other three species. We also identified 34-37% of transcripts in each assembly as paralogs. We further compare completeness and annotation statistics of our new assemblies to available related species. CONCLUSION: New, high-confidence protein-coding transcriptomes were generated for four ecologically and economically important species of salmonids. This offers a high quality pipeline for such complex genomes, represents a valuable contribution to the existing genomic resources for these species and provides robust tools for future investigation of gene expression and sequence evolution in these and other salmonid species.",Madeleine Carruthers; Andrey A. Yurchenko; Julian J. Augley; Colin E. Adams; Pawel Herzyk; Kathryn R. Elmer,2018.0,BMC Genomics,10.1186/s12864-017-4379-x,https://openalex.org/W2782762565,,included,
OpenAlex,Future studies Fisheries Research,Extrinsic Factors and Marine Bivalve Mass Mortalities: An Overview,"Bivalve aquaculture accounts for 14%–16% of the average per capita animal protein of 1.5 billion people, supporting more than 200,000 livelihoods, mostly in developing countries. Massive mortality outbreaks of various cultured bivalves have been reported worldwide. Repeated episodes of mass mortality not only reduce the production and cause high economic losses but also have a negative impact on natural bivalve populations. The present article reviews the scientific evidence of mass mortality outbreaks of marine bivalve molluscs affected by extrinsic factors. It attempts to summarize the pertinent data published on specific research issues to improve understanding of the diverse factors. This helps to clarify the present state of research and to identify topics for future studies on bivalve mass mortality. It can be seen from the published data that bivalve mass mortality episodes are rarely caused by single factors but are more likely to be triggered by synergistic effects of two or more factors. Understanding these factors could aid in the development of good aquaculture practices and effective fishery management plans for bivalves.",Tan Kar Soon; Julian Ransangan,2019.0,Journal of Shellfish Research,10.2983/035.038.0202,https://openalex.org/W2969656719,,included,
OpenAlex,Future studies Fisheries Research,Provision of aquatic ecosystem services as a consequence of societal changes: The case of the Baltic Sea,"Abstract Aquatic ecosystem services are important for human wellbeing, but they are much less studied than terrestrial ecosystem services. The objectives of this study are to broaden, itemize and exemplify the human‐nature interactions in modeling the future provision of aquatic ecosystem services. We include shared socioeconomic and representative concentration pathways, used extensively in climate research, as drivers of change for the future development of the Baltic Sea. Then we use biogeochemical and ecosystem models to demonstrate the future development of exemplary supporting, provisioning and cultural ecosystem services for two distinct combinations of regionally downscaled global climate and socioeconomic futures. According to the model simulations, the two global futures (“Sustainable well‐being” vs. “Fossil‐fuelled development”) studied lead to clearly deviating trajectories in the provision of marine ecosystem services. Under the “Sustainable well‐being”‐scenario primary production decreases by 20%, catches of demersal fish increases and the recreation opportunities increase significantly by the end of the ongoing century. Under the “fossil‐fuelled development”‐scenario primary production doubles, fisheries focus on less valued pelagic fish and the recreation possibilities will decrease. Long‐term projections of aquatic ecosystem services prepared for alternative global socioeconomic futures can be used by policy makers and managers to adaptively and iteratively adjust mitigation and adaptation effort with plausible future changes in the drivers of water pollution.",Kari Hyytiäinen; Barbara Bauer; Kerstin Bly Joyce; Eva Ehrnsten; Kari Eilola; Bo G. Gustafsson; H. E. Markus Meier; Alf Norkko; Sofia Saraiva; Maciej T. Tomczak; Marianne Zandersen,2019.0,Population Ecology,10.1002/1438-390x.12033,https://openalex.org/W2994879130,,included,
OpenAlex,Future studies Fisheries Research,Seamount science scales undersea mountains: new research and outlook,"Abstract Conventional wisdom suggests that seamounts harbour high levels of biodiversity and endemism, play important roles in marine biogeography, are hotspots of biological carbon processing, and support substantial fisheries. However, since fewer than 300 seamounts have been thoroughly sampled, these generalizations remain largely untested. This has provided the motivation for a number of seamount‐focused research projects in recent years, including CenSeam, a field project within the Census of Marine Life. This issue presents some of the research output facilitated by CenSeam. Here we summarize the main findings and provide a précis of future research directions highlighted by contributors to the issue. Recent studies show that seamounts can have comparable levels of benthic diversity and endemism to continental margins, but their communities also include a distinct composition of species that can attain higher biomass. Reported geographic differentiation among seamount communities suggests limited larval dispersal, local speciation, geographic isolation, or a combination of these processes. Genetic studies contained in the issue address these themes explicitly, documenting complex patterns of connectivity that depend on spatial scale and life history characteristics. Globally, seamount ecosystems are also under pressure from bottom‐contact fishing and ocean acidification. Contributions detailing the footprint of trawling and a risk assessment confirm what has long been suspected: seamount ecosystems are highly vulnerable to disturbance by bottom trawling and recovery from fishing impacts is a lengthy process, likely requiring decades at a minimum. A predicted shallowing of the aragonite saturation horizon caused by ocean acidification is predicted to place deep‐water corals at risk, but seamounts may yet provide a spatial/chemical refuge from these impacts. The issue concludes with a ‘myth‐buster’ synthesis that updates the status of the various seamount ecological paradigms.",Thomas A. Schlacher; Ashley A. Rowden; John F. Dower; Mireille Consalvey,2010.0,Marine Ecology,10.1111/j.1439-0485.2010.00396.x,https://openalex.org/W1839392324,,included,
OpenAlex,Future studies Fisheries Research,Fisheries-Based Ecotourism in Bangladesh: Potentials and Challenges,"Recreational fishing trips constitute a significant part of the tourism business in many countries. Linking fisheries to tourism can be both a response to the need to create innovative tourism products and the need to find new sources of income for fisheries to make them more profitable and sustainable. This leads to the question of whether Bangladesh can be developed as a Fisheries-Based Ecotourism (FbE) destination. Though several types of research have been done concerning the prospects of ecotourism in Bangladesh, the feasibility of FbE specifically remains under-studied. Based on a literature review and stakeholder interviews, this study explores the concept of FbE in a Bangladeshi context and its potential impacts on socio-economic community life as well as on the environment. This paper makes the case that the diversified topography of Bangladesh—including the riverine flat alluvial plains, hills and valleys, deciduous and evergreen forests, lakes, seashores, and beaches—is ripe with potential for FbE development. With its focus on the prospects and challenges of FbE development in Bangladesh, this paper could provide a useful reference point for future discourse on these sorts of cultural and economic strategies.",Mohammad Mojibul Hoque Mozumder; Mohammad Muslem Uddin; Petra Schneider; Mohammad Mahmudul Islam; Md. Mostafa Shamsuzzaman,2018.0,Resources,10.3390/resources7040061,https://openalex.org/W2891872508,,included,
OpenAlex,Future Fisheries Scenarios,"Krill, climate, and contrasting future scenarios for Arctic and Antarctic fisheries","Abstract Arctic and Antarctic marine systems have in common high latitudes, large seasonal changes in light levels, cold air and sea temperatures, and sea ice. In other ways, however, they are strikingly different, including their: age, extent, geological structure, ice stability, and foodweb structure. Both regions contain very rapidly warming areas and climate impacts have been reported, as have dramatic future projections. However, the combined effects of a changing climate on oceanographic processes and foodweb dynamics are likely to influence their future fisheries in very different ways. Differences in the life-history strategies of the key zooplankton species (Antarctic krill in the Southern Ocean and Calanus copepods in the Arctic) will likely affect future productivity of fishery species and fisheries. To explore future scenarios for each region, this paper: (i) considers differing characteristics (including geographic, physical, and biological) that define polar marine ecosystems and reviews known and projected impacts of climate change on key zooplankton species that may impact fished species; (ii) summarizes existing fishery resources; (iii) synthesizes this information to generate future scenarios for fisheries; and (iv) considers the implications for future fisheries management. Published studies suggest that if an increase in open water during summer in Arctic and Subarctic seas results in increased primary and secondary production, biomass may increase for some important commercial fish stocks and new mixes of species may become targeted. In contrast, published studies suggest that in the Southern Ocean the potential for existing species to adapt is mixed and that the potential for the invasion of large and highly productive pelagic finfish species appears low. Thus, future Southern Ocean fisheries may largely be dependent on existing species. It is clear from this review that new management approaches will be needed that account for the changing dynamics in these regions under climate change.",Margaret M. McBride; Padmini Dalpadado; Kenneth F. Drinkwater; Olav Rune Godø; Alistair J. Hobday; Anne B. Hollowed; Trond Kristiansen; Eugene J. Murphy; Patrick H. Ressler; Sam Subbey; Eileen E. Hofmann; Harald Loeng,2014.0,ICES Journal of Marine Science,10.1093/icesjms/fsu002,https://openalex.org/W2140885929,,included,
OpenAlex,Future Fisheries Scenarios,Exploring the future of fishery conflict through narrative scenarios,"Recent studies suggest that the pervasive impacts on global fishery resources caused by stressors such as overfishing and climate change could dramatically increase the likelihood of fishery conflict. However, existing projections do not consider wider economic, social, or political trends when assessing the likelihood of, and influences on, future conflict trajectories. In this paper, we build four future fishery conflict scenarios by considering multiple fishery conflict drivers derived from an expert workshop, a longitudinal database of international fishery conflict, secondary data on conflict driver trends, and regional expert reviews. The scenarios take place between the years 2030 and 2060 in the North-East Atlantic (“scramble for the Atlantic”), the East China Sea (“the remodeled empire”), the coast of West Africa (“oceanic decolonization”), and the Arctic (“polar renaissance”). The scenarios explore the implications of ongoing trends in conflict-prone regions of the world and function as accessible, science-based communication tools that can help foster anticipatory governance capacity in the pursuit of future ocean security.",Jessica Spijkers; Andrew Merrie; Colette C. C. Wabnitz; Matthew Osborne; Malin Mobjörk; Örjan Bodin; Elizabeth R. Selig; Philippe Le Billon; Cullen S. Hendrix; Gerald G. Singh; Patrick Keys; Tiffany H. Morrison,2021.0,One Earth,10.1016/j.oneear.2021.02.004,https://openalex.org/W3135897697,,included,
OpenAlex,Future Fisheries Scenarios,"Possible future scenarios in the gateways to the Arctic for Subarctic and Arctic marine systems: II. prey resources, food webs, fish, and fisheries","Abstract Climate change impacts are pronounced at high latitudes, where warming, reduced sea-ice-cover, and ocean acidification affect marine ecosystems. We review climate change impacts on two major gateways into the Arctic: the Bering and Chukchi seas in the Pacific and the Barents Sea and Fram Strait in the Atlantic. We present scenarios of how changes in the physical environment and prey resources may affect commercial fish populations and fisheries in these high-latitude systems to help managers and stakeholders think about possible futures. Predicted impacts include shifts in the spatial distribution of boreal species, a shift from larger, lipid-rich zooplankton to smaller, less nutritious prey, with detrimental effects on fishes that depend on high-lipid prey for overwinter survival, shifts from benthic- to pelagic-dominated food webs with implications for upper trophic levels, and reduced survival of commercially important shellfish in waters that are increasingly acidic. Predicted changes are expected to result in disruptions to existing fisheries, the emergence of new fisheries, new challenges for managing transboundary stocks, and possible conflicts among resource users. Some impacts may be irreversible, more severe, or occur more frequently under anthropogenic climate change than impacts associated with natural variability, posing additional management challenges.",Franz J. Mueter; Benjamin Planque; George L. Hunt; Irene D. Alabia; Toru Hirawake; Lisa B. Eisner; Padmini Dalpadado; Melissa Chierici; Kenneth F. Drinkwater; Naomi Harada; Per Arneberg; Seiichi Saito,2021.0,ICES Journal of Marine Science,10.1093/icesjms/fsab122,https://openalex.org/W3205988465,,included,
OpenAlex,Future Fisheries Scenarios,Future Socio-political Scenarios for Aquatic Resources in Europe: An Operationalized Framework for Marine Fisheries Projections,"Climate change is anticipated to have long-term and widespread direct consequences for the European marine ecosystems and subsequently for the European fishery sector. Additionally, many socio-economic and political factors linked to climate change scenarios will impact the future development of fishing industries. Robust projection modeling of bioeconomic consequences of climate change on the European fishing sector must identify all these factors and their potential future interaction. In this study, four socio-political scenarios developed in the EU project CERES (Climate change and European aquatic RESources) were operationalized and used in model projections of marine wild capture fisheries. Four CERES scenarios (“World Markets,” “National Enterprise,” “Global Sustainability” and “Local Stewardship”) were based on the IPCC framework of Shared Socio-economic Pathways (SSPs). For each of these scenarios, a set of quantitative outputs was generated to allow projections of bio-economic impacts to mid-century (2050) on wild-capture fisheries operating in different European regions. Specifically, projections accounted for future changes in fisheries management targets, access regulations, international agreements, fish and fuel prices, technological developments and marine spatial planning. This study thoroughly describes the elements of these four fisheries scenarios and demonstrates an example of the “regionalization” of these scenarios by summarizing how they were applied to the North Sea flatfish fishery. Bioeconomic projections highlight the importance of future developments in fuel and fish price development to the viability of that and other fisheries. Adapting these scenarios for use in other models and regions outside the 10 European fisheries examined in CERES would be highly beneficial by allowing direct comparison of the bioeconomic risks and opportunities posed by climate change.",Katell G. Hamon; Cornelia M. Kreiss; John K. Pinnegar; Heleen Bartelings; Jurgen Batsleer; Ignacio A. Catalán; Dimitrios Damalas; Jan Jaap Poos; Sandra Rybicki; Sévrine Sailley; Vasiliki Sgardeli; Myron A. Peck,2021.0,Frontiers in Marine Science,10.3389/fmars.2021.578516,https://openalex.org/W3137801765,,included,
OpenAlex,Future Fisheries Scenarios,Consequences of a future climatic scenario for the anchovy fishery in the Alboran Sea (SW Mediterranean): A modeling study,,Diego Macías; David Castilla Espino; Juan José García del Hoyo; Gabriel Navarro; Ignacio A. Catalán; Lionel Renault; Javier Ruiz,2013.0,Journal of Marine Systems,10.1016/j.jmarsys.2013.04.014,https://openalex.org/W2082978693,,included,
OpenAlex,Future Fisheries Scenarios,The future of food from the sea,". As food from the sea represents only 17% of the current production of edible meat, we ask how much food we can expect the ocean to sustainably produce by 2050. Here we examine the main food-producing sectors in the ocean-wild fisheries, finfish mariculture and bivalve mariculture-to estimate 'sustainable supply curves' that account for ecological, economic, regulatory and technological constraints. We overlay these supply curves with demand scenarios to estimate future seafood production. We find that under our estimated demand shifts and supply scenarios (which account for policy reform and technology improvements), edible food from the sea could increase by 21-44 million tonnes by 2050, a 36-74% increase compared to current yields. This represents 12-25% of the estimated increase in all meat needed to feed 9.8 billion people by 2050. Increases in all three sectors are likely, but are most pronounced for mariculture. Whether these production potentials are realized sustainably will depend on factors such as policy reforms, technological innovation and the extent of future shifts in demand.",Christopher Costello; Ling Cao; Stefan Gelcich; Miguel Ángel Cisneros‐Mata; Christopher M. Free; Halley E. Froehlich; Christopher D. Golden; Gakushi Ishimura; Jason Maier; Ilan Macadam-Somer; Tracey Mangin; Michael C. Melnychuk; Masanori Miyahara; Carryn L De Moor; Rosamond L. Naylor; Linda Nøstbakken; Elena Ojea; Erin O’Reilly; Ana M. Parma; Andrew J. Plantinga; Shakuntala H. Thilsted; Jane Lubchenco,2020.0,Nature,10.1038/s41586-020-2616-y,https://openalex.org/W3072837421,,included,
